"Use HTTPS to get feed","使用HTTPS獲得訂閱內容"
"Message","訊息"
"Remove","刪除"
"Error while removing. Please try again later.","刪除訊息時發生錯誤，清稍後重試。"
"notice","公告"
"Total of %d record(s) were successfully removed","共有 %d 條記錄被刪除"
"Total of %d record(s) were successfully marked as read","共有 %d 條記錄被標記為已讀"
"critical","關鍵"
"Please select messages","請選擇訊息"
"Error while marking. Please try again later.","進行標記時發生錯誤，請稍後重試。"
"Read Details","閱讀詳情"
"major","重要"
"Severity","重要性"
"Notifications","通知"
"Mark as Read","標記為已讀"
"Mark as read","標記為已讀"
"Error while marking as read. Please try again later.","標記為已讀時發生錯誤，請稍後重試。"
"minor","次要"
"Date Added","建立日期"
"Last update","最後更新時間"
"Message was successfully marked as read","成功將訊息標記為已讀狀態"
"Message was successfully removed","成功刪除訊息"
"Show Toolbar","顯示工具欄"
"Show List","顯示列表"
"Are you sure?","您確定嗎？"
"Actions","操作"
"Unable to proceed. Please, try again","操作無法繼續。請稍後再試!"
"Messages Inbox","收件匣"
"Update frequency","更新頻率"
